headline,url,author,pubdate,video
Spring has sprung garage sale season,http://registerguard.com/rg/video/34296454-319/spring-has-sprung-garage-sale-season.html.csp,Kelly Lyon,2016-04-22 12:50:51,https://www.youtube.com/watch?v=COjF55-hTdQ
(Sub) Urban Projections,http://registerguard.com/rg/video/34295226-319/sub-urban-projections.html.csp,Kelly Lyon,2016-04-22 00:23:01,https://www.youtube.com/watch?v=Ya8ZXPZzO0Y
"Bill Walton talks life, love of Oregon and his new book",http://registerguard.com/rg/video/34281208-319/bill-walton-talks-life-love-of-oregon-and-his-new-book.html.csp,Brian Davies,2016-04-18 10:18:01,https://www.youtube.com/watch?v=HlZS1IqM4os
Volunteers of the year,http://registerguard.com/rg/video/34273010-319/volunteers-of-the-year.html.csp,Kelly Lyon,2016-04-15 17:13:02,https://www.youtube.com/watch?v=sO96MJuD2Zo
Build garden beauty in ornamental hanging baskets,http://registerguard.com/rg/video/34272257-319/build-garden-beauty-in-ornamental-hanging-baskets.html.csp,Collin Andrew,2016-04-15 13:53:33,https://www.youtube.com/watch?v=JN0rHD9t428
New England Twist,http://registerguard.com/rg/video/34234609-319/new-england-twist.html.csp,Collin Andrew,2016-04-05 09:09:01,https://www.youtube.com/watch?v=kz9wES-WiX4
On the urban winery circuit,http://registerguard.com/rg/video/34222661-319/on-the-urban-winery-circuit.html.csp,Kelly Lyon,2016-04-01 11:09:01,https://www.youtube.com/watch?v=tCct1P27eII
Good Walks: To Spencer Butte summit,http://registerguard.com/rg/video/34201479-319/good-walks-to-spencer-butte-summit.html.csp,Kim Gilbert/The Register-Guard,2016-03-25 11:05:21,https://www.youtube.com/watch?v=Nmvdaq4Bs-M
New Jane Sanders Stadium,http://registerguard.com/rg/video/34200517-319/new-jane-sanders-stadium.html.csp,Kelly Lyon,2016-03-24 22:09:01,https://www.youtube.com/watch?v=8pq1vUkUysI
Horse Play,http://registerguard.com/rg/video/34196912-319/horse-play.html.csp,Kelly Lyon,2016-03-23 20:19:02,https://www.youtube.com/watch?v=j5Dzdfrg-Pc
Folksy Steps,http://registerguard.com/rg/video/34181240-319/folksy-steps.html.csp,Kelly Lyon,2016-03-18 21:40:01,https://www.youtube.com/watch?v=3YGc8eUqT9I
Culinary travels at Evergreen Indian Cuisine,http://registerguard.com/rg/video/34153262-319/culinary-travels-at-evergreen-indian-cuisine.html.csp,Kelly Lyon/The Register-Guard,2016-03-11 12:19:57,https://www.youtube.com/watch?v=add9L9WQEwk
Joe’s Team,http://registerguard.com/rg/video/34133557-319/joes-team.html.csp,Kelly Lyon,2016-03-06 07:55:31,https://www.youtube.com/watch?v=R-cq7gPB95w
For the love of cellos,http://registerguard.com/rg/video/34126655-319/for-the-love-of-cellos.html.csp,Kelly Lyon,2016-03-04 12:29:01,https://www.youtube.com/watch?v=nGKhxB62JyE
Reality Kitchen serves up job skills,http://registerguard.com/rg/video/34116523-319/reality-kitchen-serves-up-job-skills.html.csp,Kelly Lyon,2016-03-01 19:35:01,https://www.youtube.com/watch?v=eY54AfSbJq8
Hummingbird Cam: Behind the scenes,http://registerguard.com/rg/video/34114931-319/hummingbird-cam-behind-the-scenes.html.csp,Chris Pietsch,2016-03-01 12:17:01,https://www.youtube.com/watch?v=PpNQiGM8yxI
Good Walks: Goodman Creek Trail,http://registerguard.com/rg/video/34101516-319/good-walks-goodman-creek-trail.html.csp,Kim Gilbert,2016-02-26 11:40:49,https://www.youtube.com/watch?v=sOlkOqXrf7k
Upcycling Fashion Challenge,http://registerguard.com/rg/video/34098586-319/upcycling-fashion-challenge.html.csp,Kelly Lyon,2016-02-25 16:49:01,https://www.youtube.com/watch?v=RXCQIVPPHJM
Celtic spirits,http://registerguard.com/rg/video/34093814-319/celtic-spirits.html.csp,Kelly Lyon,2016-02-24 11:06:00,https://www.youtube.com/watch?v=Iu2--Od6jMY
An emotional farewell for Oregon’s Liz Brenner,http://registerguard.com/rg/video/34091289-319/an-emotional-farewell-for-oregons-liz-brenner.html.csp,Chris Pietsch,2016-02-23 17:03:01,https://www.youtube.com/watch?v=bQCPIgOstaA
Renaissance Room Remodeled at LCC,http://registerguard.com/rg/video/34076629-319/renaissance-room-remodeled-at-lcc.html.csp,Kelly Lyon,2016-02-19 10:24:00,https://www.youtube.com/watch?v=itJPlnm-_Gs
Umpqua rockslide gets blasted,http://registerguard.com/rg/video/34074314-319/umpqua-rockslide-gets-blasted.html.csp,Kelly Lyon,2016-02-18 18:04:01,http://www.youtube.com/watch?v=2fDnXvH8tGE
Flavorful fun at Party Downtown,http://registerguard.com/rg/video/34069666-319/flavorful-fun-at-party-downtown.html.csp,Collin Andrew,2016-02-17 11:18:24,https://www.youtube.com/watch?v=kelcSZoP9JY
Jian Bing!,http://registerguard.com/rg/video/34069564-319/jian-bing.html.csp,Kelly Lyon,2016-02-17 10:39:01,https://www.youtube.com/watch?v=IkXisIQSVm4
Singing Valentines,http://registerguard.com/rg/video/34055600-319/singing-valentines.html.csp,Chris Pietsch,2016-02-12 17:11:01,https://www.youtube.com/watch?v=RJ7eslz6FBU
Beautiful noise,http://registerguard.com/rg/video/34052470-319/beautiful-noise.html.csp,Kelly Lyon,2016-02-11 19:28:01,http://www.youtube.com/watch?v=_3jOiife4aI
Making cocktails with Vivacity Fine Spirits,http://registerguard.com/rg/video/34050824-319/making-cocktails-with-vivacity-fine-spirits.html.csp,Collin Andrew,2016-02-11 11:34:08,http://www.youtube.com/watch?v=VMroxkc6a98
Brewing on the wild side,http://registerguard.com/rg/video/34047984-319/brewing-on-the-wild-side.html.csp,Kelly Lyon,2016-02-10 16:53:01,https://www.youtube.com/watch?v=4YHgxQF0QXo
Living Large in the Lincoln School,http://registerguard.com/rg/video/34043545-319/living-large-in-the-lincoln-school.html.csp,Kelly Lyon,2016-02-09 12:50:01,https://www.youtube.com/watch?v=Z48dtDnV2AE
Family business still blooming,http://registerguard.com/rg/video/34039660-319/family-business-still-blooming.html.csp,Kelly Lyon,2016-02-08 09:13:02,https://www.youtube.com/watch?v=_YS_MEOHufQ
Ammon Bundy makes statement from jail,http://registerguard.com/rg/video/34027339-319/ammon-bundy-makes-statement-from-jail.html.csp,Kelly Lyon,2016-02-04 14:20:01,https://www.youtube.com/watch?v=3auqOntV6F4
Humpback whale washes ashore at Seaside,http://registerguard.com/rg/video/34022881-319/humpback-whale-washes-ashore-at-seaside.html.csp,Chris Pietsch,2016-02-03 10:39:01,https://www.youtube.com/watch?v=sn-7sNyPaCM
Malheur standoff divides community,http://registerguard.com/rg/video/34015568-319/malheur-standoff-divides-community.html.csp,Chris Pietsch,2016-02-01 08:47:01,https://www.youtube.com/watch?v=HDazmEgrEis
Good Walks: Downtown Springfield and the Washburne district,http://registerguard.com/rg/video/34007401-319/good-walks-downtown-springfield-and-the-washburne-district.html.csp,Kim Gilbert/The Register-Guard,2016-01-29 14:37:01,https://www.youtube.com/watch?v=0aLUvGo9nA8
LaVoy Finicum talks guns and life on January 6,http://registerguard.com/rg/video/34006744-319/lavoy-finicum-talks-guns-and-life-on-january-6.html.csp,Andy Nelson,2016-01-29 10:25:01,https://www.youtube.com/watch?v=7ntIS498pMU
Hamlet cast visits Shakespeare’s First Folio,http://registerguard.com/rg/video/34004159-319/hamlet-cast-visits-shakespeares-first-folio.html.csp,Kelly Lyon,2016-01-28 16:15:01,https://www.youtube.com/watch?v=iXECY5ws_ME
Video: Roadblock at Malheur NWR,http://registerguard.com/rg/video/34000386-319/video-roadblock-at-malheur-nwr.html.csp,Chris Pietsch,2016-01-27 18:11:03,https://www.youtube.com/watch?v=wXFG14vUIGU
Eugene Police throw a K9 party,http://registerguard.com/rg/video/34000029-319/eugene-police-throw-a-k9-party.html.csp,Kelly Lyon,2016-01-27 16:25:01,https://www.youtube.com/watch?v=exbkV4pxqU0
Timelapse video: construction of Eugene’s new Veterans clinic,http://registerguard.com/rg/video/33991912-319/timelapse-video-construction-of-eugenes-new-veterans-clinic.html.csp,Rob Romig,2016-01-25 09:29:29,https://www.youtube.com/watch?v=1bnv583joQA
Timelapse video: construction of Eugene’s new Veterans clinic,http://registerguard.com/rg/video/33991116-319/timelapse-video-construction-of-eugenes-new-veterans-clinic.html.csp,Rob Romig,2016-01-25 08:26:00,https://www.youtube.com/watch?v=1bnv583joQA
Airstream trailer reconstructed as a tiny house,http://registerguard.com/rg/video/33983574-319/airstream-trailer-reconstructed-as-a-tiny-house.html.csp,Kelly Lyon,2016-01-22 16:22:01,https://www.youtube.com/watch?v=GpXOGAojlh0
Amy E’s Bakery sweets crafted the old-school way,http://registerguard.com/rg/video/33982698-319/amy-es-bakery-sweets-crafted-the-old-school-way.html.csp,Collin Andrew,2016-01-22 11:59:02,https://www.youtube.com/watch?v=NUz35d9Q4Qg
Vintage pinball school at Blairally,http://registerguard.com/rg/video/33978529-319/vintage-pinball-school-at-blairally.html.csp,Kelly Lyon,2016-01-21 08:21:01,https://www.youtube.com/watch?v=cDMmAhohGq0
Protest against Malheur occupation,http://registerguard.com/rg/video/33972360-319/protest-against-malheur-occupation.html.csp,Chris Pietsch,2016-01-19 16:31:01,https://www.youtube.com/watch?v=Bi2F9m6_bbY
The end of the Rooster,http://registerguard.com/rg/video/33961617-319/the-end-of-the-rooster.html.csp,Brian Davies,2016-01-16 10:21:01,https://www.youtube.com/watch?v=pZ9X9LNTxyU
Hunting for Truffles,http://registerguard.com/rg/video/33959523-319/hunting-for-truffles.html.csp,Kelly Lyon,2016-01-15 16:09:01,https://www.youtube.com/watch?v=rBYr9NN6l_U
South Eugene debater Leo Saenger demonstrates spread style debate,http://registerguard.com/rg/video/33955626-319/south-eugene-debater-leo-saenger-demonstrates-spread-style-debate.html.csp,Andy Nelson,2016-01-14 16:19:01,https://www.youtube.com/watch?v=PLL28NY8fnE
New veterans heath clinic opening soon,http://registerguard.com/rg/video/33951154-319/new-veterans-heath-clinic-opening-soon.html.csp,(Kelly Lyon/The Register-Guard),2016-01-13 14:36:01,https://www.youtube.com/watch?v=buVtuvjaaxw
What’s up in the Whit,http://registerguard.com/rg/video/33934444-319/whats-up-in-the-whit.html.csp,(Kelly Lyon/The Register-Guard),2016-01-08 16:10:01,https://www.youtube.com/watch?v=cGP9PR_Nje4
Midwinter Fruit Burst,http://registerguard.com/rg/video/33925413-319/midwinter-fruit-burst.html.csp,Kelly Lyon,2016-01-06 10:40:01,https://www.youtube.com/watch?v=jtcZkBK7k10
"Ryan Bundy discusses plans, philosophy of armed protesters occupying Malheur wildlife refuge",http://registerguard.com/rg/video/33925260-319/ryan-bundy-discusses-plans-philosophy-of-armed-protesters-occupying-malheur-wildlife-refuge.html.csp,Andy Nelson,2016-01-06 09:14:00,https://www.youtube.com/watch?v=tjvy03npnww
Egan Warming Centers open,http://registerguard.com/rg/video/33910113-319/egan-warming-centers-open.html.csp,Kelly Lyon,2016-01-01 10:49:16,https://www.youtube.com/watch?v=LSmGfqMvfiI
Wine words: ‘Varietal’ vs. ‘variety’,http://registerguard.com/rg/video/33907833-319/wine-words-varietal-vs.-variety.csp,Kelly Lyon,2015-12-31 13:39:47,https://www.youtube.com/watch?v=dT0pkKH7HcU
A look at some contenders for the 2015 word of the year,http://registerguard.com/rg/video/33907217-319/a-look-at-some-contenders-for-the-2015-word-of-the-year.html.csp,Kelly Lyon,2015-12-31 09:25:01,https://www.youtube.com/watch?v=hFvku774axo
"Homestyle weed, bug remedies",http://registerguard.com/rg/video/33900573-319/homestyle-weed-bug-remedies.html.csp,Collin Andrew,2015-12-29 10:43:01,https://www.youtube.com/watch?v=2Rxzn-op6gQ
Holiday market goes out with a song,http://registerguard.com/rg/video/33890831-319/holiday-market-goes-out-with-a-song.html.csp,Kelly Lyon,2015-12-24 15:19:01,https://www.youtube.com/watch?v=ViNrKGZ2Bdw
"From the archive: Coach Helfrich on life, football and woulda, coulda, shoulda",http://registerguard.com/rg/video/33890433-319/coach-helfrich-on-life-football-and-woulda-coulda-shoulda.html.csp,Chris Pietsch,2015-12-24 11:33:16,http://www.youtube.com/watch?v=j51MX1juo7w
Holiday food giveaway,http://registerguard.com/rg/video/33888082-319/holiday-food-giveaway.html.csp,Kelly Lyon,2015-12-23 15:33:01,https://www.youtube.com/watch?v=EChTyEwdv_Y
Collectors Holiday Decor,http://registerguard.com/rg/video/33884661-319/collectors-holiday-decor.html.csp,Kelly Lyon,2015-12-22 15:58:01,https://www.youtube.com/watch?v=EUSZ6EnHFXE
Opening day ‘rocks’ at Willamette Pass,http://registerguard.com/rg/video/33873054-319/opening-day-rocks-at-willamette-pass.html.csp,Kelly Lyon,2015-12-18 21:13:01,https://www.youtube.com/watch?v=te0OzwwIghY
Mercer Lake landslide kills one,http://registerguard.com/rg/video/33871763-319/mercer-lake-landslide-kills-one.html.csp,Andy Nelson,2015-12-18 16:27:01,https://www.youtube.com/watch?v=Gwt6xpVLp1I
North Eugene egg drop,http://registerguard.com/rg/video/33869027-319/north-eugene-egg-drop.html.csp,Andy Nelson,2015-12-17 19:15:01,https://www.youtube.com/watch?v=uxXGd6Z88ps
Holiday lights tour,http://registerguard.com/rg/video/33868711-319/holiday-lights-tour.html.csp,Kelly Lyon,2015-12-17 18:06:01,https://www.youtube.com/watch?v=Y_09T6E15fE
Aerial tour of The Register-Guard’s giant Santa,http://registerguard.com/rg/news/33857782-76/aerial-tour-of-the-register-guards-giant-santa.html.csp,Rob Romig,2015-12-16 07:13:10,https://youtu.be/hn3zHNvbaXc
Upcycle your gift-wrap,http://registerguard.com/rg/video/33846758-319/upcycle-your-gift-wrap.html.csp,Kelly Lyon/The Register-Guard,2015-12-11 12:46:41,https://www.youtube.com/watch?v=c7QxakqU1pI
40 years? WOW!,http://registerguard.com/rg/video/33846442-319/40-years-wow.html.csp,Kelly Lyon,2015-12-11 10:46:02,https://www.youtube.com/watch?v=3YGc8eUqT9I
Not too old to learn,http://registerguard.com/rg/video/33821003-319/not-too-old-to-learn.html.csp,Andy Nelson,2015-12-04 11:35:03,https://www.youtube.com/watch?v=4jXbjR1PT0A
Flair for festive finery at Festival of Trees,http://registerguard.com/rg/video/33785839-319/flair-for-festive-finery-at-festival-of-trees.html.csp,Collin Andrew/The Register-Guard,2015-11-27 12:10:02,https://www.youtube.com/watch?v=dn-OwkZxkOY
All a-board for fun with food,http://registerguard.com/rg/video/33777855-319/all-a-board-for-fun-with-food.html.csp,Collin Andrew,2015-11-25 11:03:03,https://www.youtube.com/watch?v=LxaRpSiOISM
The U Can Gym,http://registerguard.com/rg/video/33715219-319/the-u-can-gym.html.csp,Brian Davies,2015-11-15 19:53:35,https://www.youtube.com/watch?v=V8Kkq38AkK8
University of Oregon students say Black Lives Matter,http://registerguard.com/rg/video/33714479-319/university-of-oregon-students-say-black-lives-matter.html.csp,Brian Davies,2015-11-13 11:19:03,https://www.youtube.com/watch?v=Z-MVoKTwUoo
Golden days for gardens,http://registerguard.com/rg/video/33709865-319/golden-days-for-gardens.html.csp,Collin Andrew,2015-11-12 10:36:03,https://www.youtube.com/watch?v=EIoU7gle3n8
McMenamins’ craft-beer legacy carries on at High Street Brewery & Café,http://registerguard.com/rg/video/33701378-319/mcmenamins-craft-beer-legacy-carries-on-at-high-street-brewery--café.html.csp,Kelly Lyon,2015-11-10 12:04:03,https://www.youtube.com/watch?v=pUj9dvyCgM8
A visit to hidden-away Harris Bridge Vineyard,http://registerguard.com/rg/video/33697891-319/a-visit-to-hidden-away-harris-bridge-vineyard.html.csp,Kelly Lyon,2015-11-09 15:32:03,https://www.youtube.com/watch?v=ECmPByWYC7Y
Otis Day performs ‘Shout’ before the Oregon vs. Cal game,http://registerguard.com/rg/video/33690322-319/otis-day-performs-shout-before-the-oregon-vs.-cal-game.csp,Chris Pietsch,2015-11-07 19:44:02,http://www.youtube.com/watch?v=apTADhhDjfM
Passion To Play,http://registerguard.com/rg/video/33679336-319/passion-to-play.html.csp,Collin Andrew,2015-11-05 09:28:04,https://www.youtube.com/watch?v=z-qoy4K0o90
Tamarack pool faces closure,http://registerguard.com/rg/video/33676541-319/tamarack-pool-faces-closure.html.csp,Kelly Lyon,2015-11-04 17:49:02,https://www.youtube.com/watch?v=DtEp2Y_EjXQ
Backyard pirate-ship playhouse,http://registerguard.com/rg/video/33672127-319/backyard-pirate-ship-playhouse.html.csp,Collin Andrew,2015-11-03 16:52:02,https://www.youtube.com/watch?v=WNYwJ6Wumrg
Home & Garden Monthly columnist Ellen Schlesinger,http://registerguard.com/rg/video/33671342-319/home--garden-monthly-columnist-ellen-schlesinger.html.csp,Kelly Lyon,2015-11-03 12:50:02,https://www.youtube.com/watch?v=OO2wK9DsY5E
"Arcimoto unveils their electric vehicle, the SRK",http://registerguard.com/rg/video/33665579-319/arcimoto-unveils-their-electric-vehicle-the-srk.html.csp,Kelly Lyon,2015-11-01 15:48:02,http://www.youtube.com/watch?v=ImgUC0pxSQE
Magic wheelchair,http://registerguard.com/rg/video/33656959-319/magic-wheelchair.html.csp,Brian Davies,2015-10-29 21:02:02,https://www.youtube.com/watch?v=lW-ir5J2QbY
Eugene dress designers Velvet Edge get sweet with their fashion ideas for Halloween,http://registerguard.com/rg/video/33652361-319/eugene-dress-designers-velvet-edge-get-sweet-with-their-fashion-ideas-for-halloween.html.csp,Kelly Lyon,2015-10-28 16:16:03,https://www.youtube.com/watch?v=Ut7_Rj734bo
Video: Circle of life at Odell Lake,http://registerguard.com/rg/video/33647379-319/video-circle-of-life-at-odell-lake.html.csp?autoStart=true,Chris Pietsch,2015-10-27 06:16:02,http://www.youtube.com/watch?v=p_9Ra9td5cU
Glass Artist Susie Zeitner,http://registerguard.com/rg/video/33637017-319/glass-artist-susie-zeitner.html.csp,Kelly Lyon,2015-10-23 14:34:02,https://www.youtube.com/watch?v=MLSJT4Id_L8
Eugene Ski Swap 2015,http://registerguard.com/rg/video/33636883-319/eugene-ski-swap-2015.html.csp,Collin Andrew,2015-10-23 13:57:02,https://www.youtube.com/watch?v=lMccrziFA1w
Fermentation on Wheels,http://registerguard.com/rg/video/33636839-319/fermentation-on-wheels.html.csp,Collin Andrew,2015-10-23 13:42:02,https://www.youtube.com/watch?v=IarNubBLyHo
A bird’s-eye view of the corn maze at Lone Pine Farms,http://registerguard.com/rg/video/33634506-319/a-birds-eye-view-of-the-corn-maze-at-lone-pine-farms.html.csp,Rob Romig and Andy Nelson,2015-10-23 06:38:25,http://www.youtube.com/watch?v=atNJL9ypV5A
Memories of the Spruce Goose,http://registerguard.com/rg/video/33617921-319/memories-of-the-spruce-goose.html.csp,Brian Davies,2015-10-17 12:43:02,https://www.youtube.com/watch?v=ZF1QxJtdxhU
Third graders visit the Youth Farm,http://registerguard.com/rg/video/33616092-319/third-graders-visit-the-youth-farm.html.csp,Kelly Lyon,2015-10-16 16:16:02,https://www.youtube.com/watch?v=gzIPCibRVvg
Pac-12 Media Days: Dessert Wars,http://registerguard.com/rg/video/33613295-319/pac-12-media-days-dessert-wars.html.csp,Chris Pietsch,2015-10-15 18:25:02,https://www.youtube.com/watch?v=WIQoCdoMKJU
Brigadoon winery attributes early Riesling harvest to summer heat,http://registerguard.com/rg/video/33609934-319/brigadoon-winery-attributes-early-riesling-harvest-to-summer-heat.html.csp,Kelly Lyon,2015-10-14 17:56:17,https://www.youtube.com/watch?v=KMev_lMX6cM
Fresh-noodle philosophy at Placido’s Pasta Shop,http://registerguard.com/rg/video/33608770-319/fresh-noodle-philosophy-at-placidos-pasta-shop.html.csp,Kelly Lyon,2015-10-14 12:09:02,https://www.youtube.com/watch?v=9kxwDJCnoWk
Ceramic artist Annie Heron on her love for clay,http://registerguard.com/rg/video/33605030-319/ceramic-artist-annie-heron-on-her-love-for-clay.html.csp,Kelly Lyon,2015-10-13 09:50:02,https://www.youtube.com/watch?v=YwK4G9-y6iY
Obama visit brings out emotions,http://registerguard.com/rg/video/33594701-319/obama-visit-brings-out-emotions.html.csp,Chris Pietsch,2015-10-09 16:17:03,https://www.youtube.com/watch?v=DwxS6HseefM
President Obama lands in Eugene,http://registerguard.com/rg/video/33594611-319/president-obama-lands-in-eugene.html.csp,Kelly Lyon,2015-10-09 15:35:02,https://www.youtube.com/watch?v=XTfE3jydf9E
Mayor Piercy meets with President Obama,http://registerguard.com/rg/video/33594472-319/mayor-piercy-meets-with-president-obama.html.csp,Kelly Lyon,2015-10-09 14:50:02,https://www.youtube.com/watch?v=e9tlPs17w1M
Eugene crowds at Eugene Airport,http://registerguard.com/rg/video/33594396-319/eugene-crowds-at-eugene-airport.html.csp,Collin Andrew,2015-10-09 14:30:03,https://www.youtube.com/watch?v=5tTuKESmHJk
The Reverend Billy visits Kesey Square,http://registerguard.com/rg/video/33591854-319/the-reverend-billy-visits-kesey-square.html.csp,Kelly Lyon,2015-10-08 18:03:03,https://www.youtube.com/watch?v=lo_9aYS49ws
Julie Woodworth news conference,http://registerguard.com/rg/video/33591844-319/julie-woodworth-news-conference.html.csp,The Register-Guard,2015-10-08 18:02:02,https://www.youtube.com/watch?v=dqBUhkfcDio
The Reverend Billy visits Kesey Square,http://registerguard.com/rg/video/33591812-319/the-reverend-billy-visits-kesey-square.html.csp,Kelly Lyon,2015-10-08 17:52:02,https://www.youtube.com/watch?v=lo_9aYS49ws
"Supporters gather at funeral for Jason Johnson, victim at Umpqua Community College shooting",http://registerguard.com/rg/video/33591688-319/supporters-gather-at-funeral-for-jason-johnson-victim-at-umpqua-community-college-shooting.html.csp,Chelsea Gorrow,2015-10-08 17:03:02,https://www.youtube.com/watch?v=6NEvFIGVpzE
Coyote still just livin’ the life along Chad Drive in northeast Eugene,http://registerguard.com/rg/video/33591226-319/coyote-still-just-livin-the-life-along-chad-drive-in-northeast-eugene.html.csp,Collin Andrew,2015-10-08 14:51:02,https://www.youtube.com/watch?v=LXo4md3xofU
"Police use of deadly force justified in UCC response, district attorney finds",http://registerguard.com/rg/video/33588128-319/police-use-of-deadly-force-justified-in-ucc-response-district-attorney-finds.html.csp,Chris Pietsch,2015-10-07 17:07:02,https://www.youtube.com/watch?v=on3bwsZuU78
Mixed feelings in Roseburg as President Obama announces visit,http://registerguard.com/rg/video/33588108-319/mixed-feelings-in-roseburg-as-president-obama-announces-visit.html.csp,Chris Pietsch,2015-10-07 17:00:03,https://www.youtube.com/watch?v=3Hs-pCEOF60
Komen Race for the Cure,http://registerguard.com/rg/video/33578255-319/komen-race-for-the-cure.html.csp,Kelly Lyon,2015-10-04 16:02:02,https://www.youtube.com/watch?v=h-q9vc2-iHA
Roseburg shooting follow: Victims names are released,http://registerguard.com/rg/video/33571432-319/roseburg-shooting-follow-victims-names-are-released.html.csp,Chris Pietsch,2015-10-02 18:11:02,https://www.youtube.com/watch?v=ciZOVeyZfWY
Roseburg shooting follow: Oregon Gov. Brown joins community in morning,http://registerguard.com/rg/video/33571431-319/roseburg-shooting-follow-oregon-gov.-brown-joins-community-in-morning.csp,Chris Pietsch,2015-10-02 18:09:03,https://www.youtube.com/watch?v=EYeHEwg2ae0
Roseburg shooting follow: ATF describes weapons used,http://registerguard.com/rg/video/33571421-319/roseburg-shooting-follow-atf-describes-weapons-used.html.csp,Chris Pietsch,2015-10-02 18:07:02,https://www.youtube.com/watch?v=w65aURwmOKI
Harvest Season in Lane County,http://registerguard.com/rg/video/33569938-319/harvest-season-in-lane-county.html.csp,Kelly Lyon,2015-10-02 10:17:03,https://www.youtube.com/watch?v=6rCpY7gMO7o
Roseburg gathers for a vigil,http://registerguard.com/rg/video/33568894-319/roseburg-gathers-for-a-vigil.html.csp,Chelsea Gorrow,2015-10-01 23:05:29,https://www.youtube.com/watch?v=Vx0DCHZ5tvA
Shooting follow: “We ran”,http://registerguard.com/rg/video/33568164-319/shooting-follow-we-ran.html.csp,Chris Pietsch,2015-10-01 19:16:03,https://www.youtube.com/watch?v=WTauOP5Bsm0
Student recalls lockdown after shooting,http://registerguard.com/rg/video/33568147-319/student-recalls-lockdown-after-shooting.html.csp,Chris Pietsch,2015-10-01 19:12:02,https://www.youtube.com/watch?v=qf355Mj_Ot8
Shooting update from near the UCC shooting scene,http://registerguard.com/rg/video/33568093-319/shooting-update-from-near-the-ucc-shooting-scene.html.csp,Chris Pietsch and Chelsea Gorrow,2015-10-01 19:04:02,https://www.youtube.com/watch?v=aalYIqNaLPY
PeaceHealth Sacred Heart Medical Center responds to UCC shooting,http://registerguard.com/rg/video/33568056-319/peacehealth-sacred-heart-medical-center-responds-to-ucc-shooting.html.csp,Kelly Lyon,2015-10-01 18:57:16,https://www.youtube.com/watch?v=Qx4oASwLUe0
Douglas County Sheriff John Hanlin at news conference following Umpqua Community College shootings,http://registerguard.com/rg/video/33568020-319/douglas-county-sheriff-john-hanlin-at-news-conference-following-umpqua-community-college-shootings.html.csp,Chris Pietsch,2015-10-01 18:48:03,https://www.youtube.com/watch?v=aDfdAqbB3tI
Supermoon eclipse party,http://registerguard.com/rg/video/33555084-319/supermoon-eclipse-party.html.csp,Chris Pietsch,2015-09-28 08:55:02,https://www.youtube.com/watch?v=iALm8njHkxY
United Way’s ‘Day of Caring’,http://registerguard.com/rg/video/33542715-319/united-ways-day-of-caring.html.csp,Kelly Lyon,2015-09-24 18:37:09,https://www.youtube.com/watch?v=K2R6NMo6K90
Doubly historic Mims house,http://registerguard.com/rg/video/33542443-319/doubly-historic-mims-house.html.csp,Brian Davies,2015-09-24 16:49:02,https://www.youtube.com/watch?v=-tjbqJqq2-U
Emergency Preparedness Vendor Fair,http://registerguard.com/rg/video/33539602-319/emergency-preparedness-vendor-fair.html.csp,Kelly Lyon,2015-09-23 20:45:02,https://www.youtube.com/watch?v=f8FviQDLvh0
Goodyear blimp over Eugene,http://registerguard.com/rg/video/33531612-319/goodyear-blimp-over-eugene.html.csp,Chris Pietsch,2015-09-21 17:06:27,https://www.youtube.com/watch?v=cQrYIz9bXPM
Capturing a spring swarm,http://registerguard.com/rg/video/33531627-319/capturing-a-spring-swarm.html.csp,Carl Davaz,2015-09-21 17:06:27,https://www.youtube.com/watch?v=7UlrEn5liqU
Princesses in the making,http://registerguard.com/rg/video/33531597-319/princesses-in-the-making.html.csp,Julia Reihs,2015-09-21 16:58:19,https://www.youtube.com/watch?v=W-w0H6wtZC8
Loving til the end,http://registerguard.com/rg/video/33523525-319/loving-til-the-end.html.csp,Mary Jane Schulte,2015-09-19 11:36:02,https://www.youtube.com/watch?v=Dwfrp4rTwao
All the right moves,http://registerguard.com/rg/video/33523506-319/all-the-right-moves.html.csp,Chris Pietsch,2015-09-19 11:24:02,https://www.youtube.com/watch?v=cIGz1zL2z5E
Bud Pierce announces bid for Oregon governor,http://registerguard.com/rg/video/33514388-319/bud-pierce-announces-bid-for-oregon-governor.html.csp,Chris Pietsch,2015-09-16 15:51:49,https://www.youtube.com/watch?v=rI4Ao5YYTaI
Row River trail underpass,http://registerguard.com/rg/video/33511098-319/row-river-trail-underpass.html.csp,Andy Nelson,2015-09-15 17:51:53,https://www.youtube.com/watch?v=KYFylLg2t38
Southtowne Lanes up in flames,http://registerguard.com/rg/video/33510238-319/southtowne-lanes-up-in-flames.html.csp,Julia Reihs,2015-09-15 13:18:03,https://www.youtube.com/watch?v=FZ5GjI7jSEU
Two dead in plane crash at Creswell Airport,http://registerguard.com/rg/video/33510218-319/two-dead-in-plane-crash-at-creswell-airport.html.csp,Chris Pietsch,2015-09-15 13:12:17,https://www.youtube.com/watch?v=PBxVUU9-xfA
Eugene Skinner finds his place,http://registerguard.com/rg/video/33510182-319/eugene-skinner-finds-his-place.html.csp,Chris Pietsch,2015-09-15 13:04:34,https://www.youtube.com/watch?v=4hwy2V4OJfQ
Grilling Corn,http://registerguard.com/rg/video/33509951-319/grilling-corn.html.csp,Collin Andrew,2015-09-15 11:37:05,https://www.youtube.com/watch?v=ofe8ehoW-tQ
